0,0
1,0.392
2,0.419
3,0.445
4,0.324
5,0.365
6,0.319
7,0.357
8,15.005
9,0.316
10,0.377
11,0.303
12,0.318
13,0.335
14,0.609
15,0.808
16,0.342
17,0.331
18,0.353
19,0.339
19,1.666
20,0.43
21,0.341
22,0.385
23,0.323
24,0.623
25,0.611
26,0.342
27,0.305
28,0.337
29,1.338
30,0.329
31,0.399
32,0.4
33,0.381
34,0.311
35,0.388
36,0.33
37,0.385
38,0.405
38,1.592
39,0.331
40,0.396
41,0.387
42,0.312
43,0.407
44,0.336
45,0.376
46,0.481
47,0.309
48,0.404
49,0.307
50,0.305
51,0.326
52,0.333
53,0.305
54,0.399
55,0.342
56,0.322
57,0.457
57,1.589
58,0.313
59,0.331
60,1.448
61,0.351
62,0.305
63,0.328
64,0.343
65,0.379
66,0.325
67,0.304
68,0.303
69,0.303
70,0.303
71,0.434
72,0.37
73,0.342
74,0.305
75,0.332
76,0.383
76,1.578
77,0.426
78,0.317
79,0.384
80,0.333
81,0.318
82,0.324
83,0.304
84,0.382
85,0.314
86,0.316
87,0.337
88,0.34
89,0.6
90,0.355
91,0.545
92,0.346
93,0.332
94,0.377
95,0.395
95,1.569
96,0.31
97,0.542
98,0.618
99,0.306
100,0.343
101,0.387
102,0.34
103,1.336
104,0.377
105,0.314
106,0.321
107,0.312
108,0.321
109,0.307
110,0.353
111,0.378
112,0.395
113,0.331
114,0.332
114,1.585
115,0.386
116,0.343
117,0.336
118,0.325
119,0.383
120,1.335
121,0.332
122,0.335
123,0.334
124,0.387
125,0.355
126,0.314
127,0.332
128,0.376
129,0.495
130,0.377
131,0.335
132,0.317
133,0.384
133,1.615
134,0.328
135,0.339
136,0.314
137,0.328
138,0.645
139,0.529
140,0.411
141,0.337
142,0.544
143,0.335
144,0.487
145,0.591
146,0.342
147,0.314
148,0.309
149,0.309
150,0.328
151,0.336
152,0.389
152,1.685
153,0.345
154,0.387
155,0.348
156,0.319
157,0.343
158,0.322
159,0.491
160,0.387
161,0.324
162,0.32
163,0.547
164,0.34
165,0.451
166,0.397
167,0.384
168,0.357
169,0.335
170,0.365
171,0.319
171,1.602
172,0.63
173,0.325
174,0.343
175,0.363
176,0.327
177,1.344
178,0.324
179,0.415
180,0.349
181,0.405
182,0.374
183,0.679
184,0.346
185,0.383
186,0.739
187,0.646
188,0.44
189,0.394
190,0.315
190,1.601
191,0.339
192,0.358
193,0.393
194,0.318
195,0.386
196,0.381
197,0.402
198,0.307
199,0.32
200,0.318
201,0.638
202,0.337
203,0.345
204,0.76
205,0.448
206,1.621
207,0.308
208,0.415
209,0.342
209,1.839
210,0.33
211,0.359
212,0.304
213,0.314
214,0.305
215,0.306
216,0.331
217,0.33
218,0.303
219,0.308
220,0.39
221,0.339
222,0.311
223,0.353
224,0.327
225,0.335
226,0.332
227,0.353
228,0.352
228,1.56
229,0.337
230,0.354
231,0.366
232,0.38
233,0.719
234,0.65
235,0.395
236,0.366
237,0.344
238,0.33
239,0.399
240,0.36
241,0.354
242,0.324
243,0.338
244,0.347
245,0.331
246,0.327
247,0.339
247,1.588
248,0.309
249,0.388
250,0.315
251,0.383
252,0.401
253,0.469
254,0.343
255,0.32
256,0.316
257,0.386
258,0.319
259,1.362
260,0.309
261,1.32
262,0.394
263,0.432
264,0.32
265,0.354
266,0.396
266,1.584
267,0.341
268,0.313
269,0.324
270,0.363
271,0.325
