0,0
1,0.566
2,0.349
3,0.379
4,0.435
5,0.436
6,0.623
7,0.356
8,0.51
9,0.624
10,0.349
11,0.368
12,0.38
13,0.432
14,0.375
15,0.477
16,0.345
17,0.32
18,0.387
19,0.375
19,1.807
20,0.444
21,0.356
22,0.389
23,0.365
24,0.36
25,0.338
26,0.324
27,0.372
28,0.367
29,0.363
30,0.384
31,0.583
32,0.602
33,0.855
34,0.429
35,0.322
36,0.368
37,0.353
38,0.365
38,1.792
39,0.391
40,0.355
41,0.359
42,0.354
43,0.393
44,0.937
45,0.354
46,0.409
47,0.366
48,0.377
49,1.424
50,0.336
51,0.348
52,0.376
53,0.367
54,0.398
55,0.374
56,0.325
57,2.152
57,1.745
58,0.33
59,0.424
60,0.368
61,0.433
62,0.372
63,0.362
64,0.62
65,0.431
66,0.416
67,0.372
68,0.35
69,0.325
70,0.336
71,0.338
72,0.345
73,0.321
74,0.335
75,0.333
76,0.327
76,1.74
77,0.397
78,0.351
79,0.334
80,0.398
81,0.369
82,0.431
83,0.549
84,0.355
85,0.366
86,0.371
87,1.457
88,1.333
89,0.385
90,0.378
91,0.425
92,0.6
93,0.359
94,1.748
95,0.427
95,1.738
96,0.367
97,0.376
98,0.328
99,0.432
100,0.379
101,0.339
102,0.412
103,0.382
104,0.49
105,0.378
106,0.361
107,0.381
108,0.338
109,0.521
110,0.419
111,0.384
112,0.346
113,0.372
114,0.439
114,1.77
115,0.652
116,0.391
117,0.317
118,0.465
119,0.385
120,0.371
121,1.375
122,0.342
123,0.376
124,0.423
125,0.382
126,0.357
127,0.338
128,0.381
129,0.361
130,0.458
131,0.336
132,0.667
133,0.358
133,1.771
134,0.56
135,0.365
136,0.358
137,0.336
138,0.363
139,0.412
140,0.422
141,0.452
142,0.361
143,0.548
144,0.362
145,0.339
146,0.347
147,0.922
148,0.328
149,0.347
150,0.353
151,0.36
152,0.579
152,1.735
153,0.513
154,0.57
155,0.349
156,0.365
157,1.065
158,0.425
159,0.359
160,0.385
161,0.446
162,0.424
163,0.377
164,0.37
165,0.374
166,0.372
167,0.665
168,0.347
169,0.367
170,0.346
171,0.426
171,1.746
172,0.342
173,0.335
174,0.359
175,0.554
176,0.364
177,0.632
178,0.335
179,0.36
180,0.426
181,0.334
182,0.333
183,0.447
184,0.396
185,0.348
186,0.364
187,0.362
188,0.388
189,0.372
190,0.41
190,1.8
191,0.435
192,0.363
193,0.356
194,0.329
195,0.463
196,0.501
197,0.342
198,0.367
199,0.4
200,0.352
201,0.423
202,0.343
203,0.339
204,0.358
205,0.41
206,0.336
207,0.373
208,0.451
209,0.683
209,1.759
210,1.552
211,0.325
212,0.403
213,0.54
214,0.584
215,0.47
216,0.337
217,0.335
218,0.329
219,0.487
220,0.312
221,0.323
222,0.459
223,0.348
224,0.34
225,0.308
226,0.429
227,0.401
228,0.407
228,1.687
229,0.338
230,0.347
231,0.325
232,0.349
233,0.349
234,1.417
235,0.342
236,0.319
237,0.448
238,0.329
239,0.317
240,0.662
241,0.359
242,0.383
243,0.524
244,0.319
245,0.333
246,0.413
247,0.347
247,1.747
248,0.66
249,0.35
250,0.332
251,0.407
252,0.333
253,0.362
254,0.426
255,0.359
256,0.344
257,1.339
258,0.307
259,0.34
260,0.358
261,0.329
262,0.352
263,0.402
264,0.389
265,0.356
266,0.475
266,1.656
267,0.338
268,0.34
269,0.394
270,0.356
271,0.385
272,0.308
273,0.409
274,1.495
275,0.316
276,0.334
277,0.319
278,0.309
279,0.472
280,0.33
281,0.349
282,0.356
283,0.356
284,0.373
285,0.666
285,2.024
286,0.411
287,0.493
288,0.354
289,0.345
290,0.306
291,0.391
292,0.357
293,0.44
294,0.682
295,0.402
296,0.381
297,0.462
298,0.4
299,0.356
300,0.397
301,0.317
302,0.407
303,0.339
304,0.328
304,1.942
305,0.34
306,0.549
307,0.33
308,0.337
309,0.548
310,0.353
311,0.371
312,0.347
313,0.366
314,0.312
315,0.394
316,0.389
317,0.358
318,0.341
319,0.34
320,0.34
321,0.353
322,0.401
323,0.357
323,1.656
324,1.34
325,0.5
326,0.556
327,0.367
328,0.627
329,0.391
330,0.38
331,0.341
332,0.348
333,0.337
334,0.407
335,0.343
336,0.519
337,0.353
338,0.572
339,0.308
340,0.326
341,0.345
342,0.354
342,1.748
343,1.298
344,0.36
345,0.646
346,0.348
347,0.69
348,0.406
349,0.353
350,0.33
351,0.374
352,0.338
353,0.319
354,0.384
355,0.312
356,0.325
357,0.35
358,0.341
359,0.343
360,0.41
361,0.394
361,1.66
362,0.368
363,0.342
364,0.57
365,0.43
366,0.346
367,0.346
368,0.337
369,0.329
370,0.343
371,0.311
372,0.392
373,0.352
374,0.396
375,0.417
376,0.301
377,0.323
378,0.342
379,0.398
380,0.783
380,1.687
381,0.36
382,0.349
383,0.369
384,0.351
385,0.358
386,0.375
387,0.322
388,0.598
389,1.056
390,0.387
391,0.321
392,0.405
393,0.317
394,0.317
395,0.395
396,0.547
397,0.344
398,0.472
399,0.34
399,1.691
400,0.388
401,0.344
402,0.311
403,0.326
404,0.369
405,0.335
406,0.343
407,0.354
408,0.364
409,0.795
410,0.321
411,0.325
412,0.405
413,0.339
414,0.328
415,0.354
416,0.351
417,0.332
418,0.587
418,1.788
419,0.468
420,0.374
421,0.421
422,0.381
423,0.38
424,4.372
425,0.333
426,0.535
427,0.36
428,0.353
429,0.359
430,0.414
431,0.374
432,0.349
433,0.521
434,0.352
435,0.384
436,0.441
437,0.437
437,1.781
438,0.365
439,0.751
440,0.363
441,0.915
442,0.365
443,0.675
444,0.364
445,0.416
446,0.424
447,0.346
448,0.374
449,0.34
450,0.618
451,0.365
452,0.368
453,0.439
454,0.634
455,0.37
456,0.36
456,1.817
457,1.38
458,0.371
459,0.394
460,0.336
461,0.364
462,1.458
463,1.409
464,0.409
465,1.568
466,0.485
467,0.348
468,0.437
469,0.391
470,0.377
471,0.392
472,0.356
473,0.374
474,0.366
475,0.445
475,1.906
476,0.351
477,0.349
478,0.345
479,0.63
480,0.365
481,0.365
482,0.373
483,0.39
484,0.328
485,0.36
486,0.412
487,0.377
488,0.439
489,0.464
490,0.512
491,0.336
492,0.35
493,0.38
494,0.342
494,1.696
495,0.359
496,0.374
497,0.96
498,0.48
499,0.36
500,0.413
501,0.638
502,0.365
503,0.574
504,0.509
505,0.442
506,0.35
507,0.422
508,0.573
509,0.408
510,0.352
511,0.59
512,0.438
513,0.368
513,1.787
514,0.333
515,0.349
516,0.33
517,0.435
518,0.349
519,0.37
520,0.421
521,0.368
522,0.361
523,0.549
524,0.368
525,0.329
526,0.435
527,0.378
528,0.335
529,0.384
530,0.379
531,0.345
532,0.574
532,1.788
533,0.359
534,0.372
535,0.381
536,0.358
537,0.37
538,0.393
539,0.428
540,0.411
541,0.64
542,0.444
543,0.421
544,0.412
545,0.381
546,0.344
547,0.384
548,0.375
549,0.427
550,0.443
551,0.656
551,1.802
552,0.34
553,0.484
554,0.428
555,0.333
556,0.362
557,0.337
558,0.58
559,0.728
560,1.62
561,0.439
562,0.329
563,0.363
564,0.323
565,0.331
566,0.323
567,0.352
568,0.511
569,0.341
570,0.344
570,1.724
571,0.349
572,0.356
573,0.327
574,0.376
575,0.323
576,0.311
577,0.417
578,0.569
579,0.397
580,0.321
581,0.375
582,1.327
583,0.327
584,0.402
585,0.401
586,0.323
587,0.402
588,0.336
589,0.326
589,1.773
590,0.349
591,0.377
592,0.358
593,0.325
594,0.514
595,0.402
596,0.325
597,0.992
598,0.384
599,0.343
600,0.322
601,0.395
602,0.313
603,0.482
604,0.332
605,0.345
606,0.335
607,0.342
608,0.33
608,1.626
609,0.332
610,0.297
611,0.305
612,0.366
613,0.311
614,0.358
615,0.408
616,0.417
617,0.336
618,0.319
619,0.455
620,0.521
621,0.323
622,0.367
623,0.363
624,0.323
625,0.365
626,0.339
627,0.355
627,1.667
628,0.354
629,0.342
630,0.349
631,0.323
632,0.41
633,0.368
634,0.334
635,0.36
636,0.438
637,0.354
638,0.355
639,0.337
640,0.61
641,1.32
642,0.344
643,0.356
644,0.347
645,0.416
646,0.352
646,2.331
647,0.323
648,0.337
649,0.359
650,0.571
651,0.617
652,0.324
653,0.348
654,0.381
655,0.33
656,0.365
657,0.359
658,0.493
659,0.516
660,0.329
661,0.359
662,0.368
663,0.343
664,0.341
665,0.358
665,2.669
666,0.501
667,0.39
668,0.31
669,0.396
670,0.348
671,0.55
672,0.401
673,0.355
674,0.345
675,0.308
676,0.329
677,0.315
678,0.438
679,0.355
680,0.355
681,0.36
682,0.358
683,0.318
684,0.36
684,1.765
685,0.324
686,0.587
687,0.335
688,0.678
689,0.352
690,0.333
691,0.356
692,0.339
693,0.325
694,0.333
695,1.388
696,0.364
697,0.328
698,0.336
699,0.364
700,0.389
701,0.464
702,0.412
703,0.578
703,1.77
704,0.347
705,0.33
706,0.327
707,0.32
708,0.333
709,0.345
710,0.538
711,0.332
712,0.345
713,0.322
714,0.329
715,0.367
716,0.413
717,0.351
718,0.473
719,1.37
720,0.374
721,0.479
722,0.366
722,1.724
723,0.329
724,0.347
725,0.347
726,0.41
727,0.331
728,0.354
729,0.324
730,0.54
731,0.354
732,0.406
733,0.403
734,0.386
735,0.36
736,0.395
737,0.342
738,0.415
739,0.336
740,0.42
741,0.356
741,1.68
742,0.323
743,0.364
744,0.515
745,1.397
746,0.349
747,0.347
748,0.415
749,0.618
750,0.408
751,0.435
752,0.35
753,0.37
754,0.392
755,0.422
756,0.326
757,0.333
758,0.32
759,0.355
760,0.636
760,1.696
761,0.378
762,0.576
763,0.297
764,0.366
765,0.521
766,0.423
767,0.322
